title,text,url,date,source,content_hash,scraped_at,branch
"Fenie Brossette : RNPG en progression de 6,5% au premier semestre 2025","Au 30 juin 2025, le chiffre d’affaires consolidé s'élève à 374 M MAD et a affiché une hausse de 9 % comparativement à la même période en 2024. Cette progression confirme la dynamique de croissance engagée par la société en réalisant de solides performances au niveau de ses métiers. Au terme du 1 er semestre 2025, le résultat d’exploitation s’établit à 18,4 M MAD, en hausse de 49% par rapport au 1er semestre 2024. Cette performance a été rendue possible grâce à la consolidation des volumes de vente et l'optimisation des charges. Le résultat financier ressort à -3,3 M MAD contre - 2 M MAD au 30 juin 2024. Ainsi, le résultat net social se situe à 10,9 M MAD, en hausse de 55% par rapport à la même période de l'année précédente. Au niveau des comptes consolidés, Fenie Brossette réalise sur le 1er semestre 2025 un résultat net part du groupe de 8,2 M MAD contre 7,7 M MAD au premier semestre 2024. Au 30 juin 2025, l’endettement net ressort à 99 M MAD, affichant une hausse de 31 M MAD comparé à décembre 2024, reflétant l’impact du besoin en fond de roulement pour accompagner la croissance de l'activité. Perspectives Avec de solides fondamentaux et une dynamique commerciale, Fenie Brossette continue de mettre en œuvre sa stratégie en consolidant ses métiers historiques, en développant de nouvelles activités et en renforçant sa compétitivité. Dans ce contexte, l'entreprise continuera à saisir les opportunités liées aux grands projets d'infrastructures et profiter de la croissance prévue dans les années à venir.",https://boursenews.ma/article/marches/Fenie-Brossette-resultats-S1-2025,2025-09-27 19:48:32.746297,Boursenews,60da44eb534b5613895839f70724828d,2025-09-27 19:48:32,corporate finance
Marchés des capitaux: Une nouvelle promotion d’Experts-Comptables certifiés,"Le Conseil National de l’Ordre des Experts-Comptables du Maroc (OEC), l’Institut de Formation de l’OEC et la Bourse de Casablanca ont célébré, le 25 septembre au siège de la Bourse de Casablanca, la remise des certificats de la seconde promotion d’Experts-Comptables certifiés en Stratégies de Financement sur les Marchés des Capitaux. Le Conseil National de l’Ordre des Experts-Comptables du Maroc (OEC), l’Institut de Formation de l’OEC et la Bourse de Casablanca ont célébré, le 25 septembre au siège de la Bourse de Casablanca, la remise des certificats de la seconde promotion d’Experts-Comptables certifiés en Stratégies de Financement sur les Marchés des Capitaux. En effet, ce sont 20 Experts-Comptables issus de différentes régions du Maroc qui, au terme de ce cycle de formation, ont tenu des soutenances devant un jury composé de représentants de la Bourse de Casablanca, de l’Autorité Marocaine du Marché des Capitaux (AMMC), de cabinets d’expertise comptable et de professionnels du marché. Ce programme, mis en place en 2024 dans le cadre d’un partenariat entre l’Ordre des Experts-Comptables du Maroc (OEC), l’Institut de Formation de l’OEC et la Bourse de Casablanca, a pour finalité de renforcer les compétences des professionnels de la comptabilité afin de mieux accompagner les entreprises marocaines dans leur accès au marché des capitaux, levier majeur de financement et de compétitivité. Conçu comme un dispositif de formation de haut niveau, ce cycle aborde les dimensions techniques, financières, juridiques et communicationnelles des opérations de financement. Il accorde une attention particulière aux mécanismes d’ouverture du capital ainsi qu’aux meilleures pratiques de gouvernance financière. Les sessions ont été animées par des experts de l’AMMC, de la Bourse de Casablanca et d’autres acteurs de marché. Lors de la cérémonie de remise des certificats, les partenaires ont unanimement souligné la pertinence de cette initiative et rappelé le rôle stratégique de l’Expert-Comptable dans la préparation et l’accompagnement des entreprises lors de leurs opérations de levée de fonds. Ce programme illustre la volonté commune de l’Ordre des Experts-Comptables et de la Bourse de Casablanca d’inscrire la profession comptable au cœur du développement du marché financier marocain dans le cadre d’une feuille de route qui s’articule autour de quatre objectifs principaux : promouvoir le rôle de l’Expert-Comptable dans l’écosystème financier ; améliorer la transparence et la gouvernance des entreprises ; développer une expertise adaptée aux exigences du financement par la Bourse ; et contribuer à la dynamique de modernisation et de valorisation du marché des capitaux. Les certificats ont été remis aux lauréats par M. Tarik Senhaji, Directeur Général de la Bourse de Casablanca, M. Nasser Seddiqi, Directeur du pôle Métiers de l’AMMC, M. Faïçal Mekouar, Président du Conseil National de l’Ordre des Experts-Comptables et M. Youssef El Ouadi, Secrétaire Général de l’Institut de Formation de l’OEC.",https://boursenews.ma/article/actualite/marche-des-capitaux-nouvelle-promotion-oec-certifies,2025-09-27 19:48:37.855678,Boursenews,e034ae37282a0d44629c226216a3de56,2025-09-27 19:48:37,corporate finance; asset management; private equity
LabelVie: Résultats en hausse au premier semestre 2025,"Le Groupe LabelVie améliore ses indicateurs financiers au titre du premier semestre 2025. Le Groupe LabelVie enregistre une solide performance avec un Chiffre d’Affaires Grande Distribution en hausse de 13,9%, atteignant 8,5 Md MAD. Les Ventes s’établissent à 7,5 Md MAD, en progression de 13,3%, portées par : La contribution des magasins ouverts en 2024, représentant près de 10% de la croissance ; L’amélioration de 3% des ventes à périmètre constant ; Et l’impact de 0,3% lié aux ouvertures réalisées au premier semestre 2025. Au premier semestre 2025, l’EBITDA du Groupe s’établit à 644 MDH en hausse de 9,5%. Cette progression reflète : L’amélioration de 13,7% de la marge brute, portée par la hausse des volumes et l’optimisation des conditions d’achat ; Et, la maîtrise de la progression des charges, qui contribue à préserver la rentabilité opérationnelle. Le Résultat Financier s’élève à 74 MDH au S1 2025, profitant notamment de la hausse des dividendes versés par les foncières du Groupe. Comparé au S1 2024, il enregistre un retrait de 11 MDH en raison de la non-récurrence de la plus-value constatée lors de la cession de 49% de la participation du Groupe dans l’OPCI Terramis. Dans ce contexte, la progression de l’EBITDA (+9,5%) se traduit par une progression plus modérée du Résultat Net Consolidé (+3,4%), principalement liée à la hausse des charges d’amortissement consécutive aux investissements significatifs réalisés l’année dernière pour soutenir l’expansion du réseau. « Les résultats du premier semestre 2025 confirment la solidité du modèle économique du Groupe LabelVie, la pertinence de sa stratégie multiformat et omnicanale, ainsi que l’engagement de ses équipes. Dans un marché en mutation, nous poursuivons notre développement tout en préservant une rentabilité soutenue et une structure financière solide. » - Rachid Hadni, Président du Conseil d’Administration. « Le premier semestre 2025 s’est distingué par une dynamique solide et positive sur l’ensemble des formats d’activité du Groupe, portée en particulier par Supeco qui a connu l’ouverture avec succès de 44 nouveaux points de vente. Nous entamons le second semestre avec confiance et réaffirmons nos objectifs pour 2025. » - Naoual Ben Amar, Directrice Générale. Un modèle générateur de trésorerie au service de la croissance Le Groupe a investi 751 MDH au premier semestre 2025 comparé à 579 MDH un an plus tôt. Ces investissements concernent principalement : Les investissements relatifs aux ouvertures planifiées au deuxième semestre ; Les ouvertures déjà réalisées au premier semestre ; Et, les rénovations et mises à niveau des magasins. Ces investissements ont été intégralement autofinancés grâce à un flux de trésorerie opérationnel de 928 MDH, en nette progression par rapport aux 751 MDH du S1 2024. Le niveau d’endettement net demeure relativement stable par rapport à l’année 2024. Perspectives 2025 confirmées La solide performance du premier semestre 2025 permet au Groupe de confirmer ses objectifs annuels. Plusieurs ouvertures sont programmées au cours des prochaines semaines. Le Groupe vise à franchir la barre de 19 Md MAD au 31/12/2025.",https://boursenews.ma/article/marches/labelvie-resultats-semestriels-2025,2025-09-27 19:48:40.167951,Boursenews,369c81e46ae5e48e7e094f66a8a973b9,2025-09-27 19:48:40,corporate finance; real estate
Risma: Des bénéfices en progression de 55% au premier semestre,"Risma publie ses indicateurs financiers au titre du premier semestre 2025. Le chiffre d’affaires progresse de 9% principalement grâce à la hausse des nuitées (+8%). Le taux d’occupation s’élève à 58% au 1er semestre 2025, en hausse de 3 points par rapport au 1er semestre 2024. Le chiffre d’affaires est principalement porté par le segment luxe et haut de gamme. Excédent Brut d’Exploitation au 30 juin 2025 : 246 Mdh (+20%) L’EBE, en progression de 20%, s’élève à 246 Mdh contre 205 Mdh au 1er semestre 2024. Hors éléments exceptionnels, l’EBE du 1er semestre 2025 est de 230 Mdh, en hausse de 12% par rapport au 1er semestre 2024, et en ligne avec la progression du chiffre d’affaires. Résultat Net Part du Groupe au 30 juin 2025 : 117 Mdh (+55%) Le RNPG s’élève à 117 Mdh au 1er semestre 2025 contre 75 Mdh au 1er semestre 2024. Hors éléments exceptionnels, le RNPG au 1er semestre 2025 s’élève à 100 Mdh, contre 65 Mdh au 1er semestre 2024. Situation bilancielle solide La dette nette s’établit à 1 184 Mdh au 30 juin 2025, contre 1 086 Mdh au 31 décembre 2024, soit un levier financier* de 41% contre 39%. Les flux générés par l’exploitation ont quasiment couvert les CAPEX du semestre. * Dette nette / (capitaux propres + dette nette) Guidance 2025 Hors événement perturbant le tourisme international, le second semestre de 2025 devrait confirmer le début d’année, le résultat net courant de 2025 étant prévu en nette hausse par rapport à 2024. Faits marquants du 1er semestre 2025 Acquisition d’un terrain à Tanger en juin 2025, destiné à un hôtel 5 étoiles. Acquisition de la société CMG (Hôtel Radisson Blu et centre commercial Carré Eden à Marrakech) sous condition suspensive d’obtention de l’autorisation du Conseil de la Concurrence.",https://boursenews.ma/article/marches/risma-resultats-s1-2025,2025-09-27 19:48:42.414871,Boursenews,43f5673ecae17213745fbd4f3d0b32ed,2025-09-27 19:48:42,corporate finance
"Banques : Le déficit de liquidité s'allège de 3,37% du 18 au 24 septembre","Ce déficit intervient alors que les avances à 7 jours de Bank Al-Maghrib (BAM) ont reculé de 1,57 MMDH pour s'établir à 58,3 MMDH, souligne BKGR dans sa récente note ""Fixed Income Weekly"". Par ailleurs, les placements du Trésor ont diminué, avec un encours quotidien maximal de 13,8 MMDH, contre 16,7 MMDH lors de la période précédente. En ce qui concerne le taux moyen pondéré (TMP), il s'est maintenu à 2,25%, tandis que le MONIA (Moroccan Overnight Index Average : indice monétaire de référence au jour le jour, calculé sur la base des transactions de pensions livrées ayant comme collatéral les bons du Trésor) a diminué à 2,187%. Côté perspectives, BKGR indique que BAM devrait réduire le rythme de ses interventions sur le marché monétaire, en fixant le volume de ses avances à 7 jours à 54,8 MMDH, contre 58,3 MMDH lors de la période précédente.",https://boursenews.ma/article/actualite/Banques-deficit-en-liquidites-du-18-au-24-septembre,2025-09-27 19:48:44.684200,Boursenews,5208acbd6031fd18311763ba0d182145,2025-09-27 19:48:44,asset management; brokerage&custody
"Alliances Darna, filiale spécialisée du groupe Alliances, affiche des résultats en hausse de 33% au S1","Alliances Darna, filiale dédiée au logement économique du groupe Alliances, a réalisé un chiffre d’affaires consolidé en hausse de 8% au S1 2025 pour s’établir à 1,049 milliard MAD contre 973 millionsMAD au 30 Juin 2024. Pour rappel, le chiffre d’affaires consolidé cumulé au 30 juin 2025, en application des règles de comptabilisation en vigueur en 2024, aurait été de 1,2 milliard de dirhams en progression de 27 % parrapport au S1 2024. AMÉLIORATION DE LA RENTABILITÉ La marge brute du premier semestre 2025 est de 412 millions MAD en progression de 26 % par rapport à la même période de l’année précédente. La marge brute représente 40 % du chiffre d’affaires au 30 juin 2025 au lieu de 34% au 30 Juin 2024. RÉSULTAT NET EN AUGMENTATION Au 30 Juin 2025, le résultat net consolidé est de 255 millions MAD, représentant 25% du chifre d’afaires et en augmentation de 33% par rapport à la même période de l’année dernière. ENDETTEMENT NET EN BAISSE L’endettement net de Alliances Darna est en baisse de 47%, et se situe à 178millions MAD au 30 Juin 2025 contre 333 millions MAD au 30 Juin 2024. PERSPECTIVES Alliances Darna a lancé de nouveaux projets de lotissement et construction dans diférentes régions du Maroc. Pour accompagner son développement, AlliancesDarna poursuit sa politique ciblée et sélective d’acquisition de fonciers.",https://boursenews.ma/article/marches/Alliances-darna-resultats,2025-09-27 19:48:49.417721,Boursenews,b85f5d51863d3eaa09653e8b3df3ef14,2025-09-27 19:48:49,corporate finance
Le Maroc retrouve son statut d’Investment Grade,"L’agence de notation américaine Standard & Poor’s a décidé, à l’issue de sa mission au Maroc en septembre 2025, de la révision à la hausse de la note souveraine du Royaume, lui permettant de retrouver son statut d’Investment Grade, a pu confirmer Boursenews auprès de sources dans l'attente de la publication officielle de la notation par l'agence américaine. Ce retour à l’Investment Grade constitue une étape symbolique et stratégique pour le pays. Il intervient dans un contexte marqué par la volonté des autorités marocaines de renforcer l’attractivité du marché financier national et de consolider la confiance des investisseurs internationaux. Considéré par les décideurs du secteur financier comme un préalable majeur à une mobilisation accrue des capitaux étrangers, au même titre que le retour attendu du Maroc dans l’indice MSCI Emerging Markets, ou la sortie effective de la liste grise du GAFI obtenue en 2023, ce relèvement de notation ouvre la voie à un accès élargi aux financements internationaux et à une amélioration des conditions de refinancement du Trésor aussi bien au niveau intérieur qu'extérieur. Avec cette décision, le Maroc envoie un signal fort aux marchés sur la solidité de ses fondamentaux économiques et sur la crédibilité de ses réformes structurelles.",https://boursenews.ma/article/marches/Maroc-Investment-Grade,2025-09-27 19:49:15.211915,Boursenews,842de7e14670b39c239247703a35fd6b,2025-09-27 19:49:15,corporate finance
L'Europe boursière ouvre sur une note hésitante vendredi,"Les principales Bourses européennes évoluent sur une note prudente vendredi en début de séance, vers la fin d'une semaine marquée par les réunions de certaines des banques centrales les plus importantes au monde. À Paris, le CAC 40 gagne 0,49% à 7.893,14 points vers 07h16 GMT. À Francfort, le Dax avance de 0,07% et à Londres, le FTSE 100 grappille 0,03%. L'indice EuroStoxx 50 avance de 0,12%, mais le FTSEurofirst 300 recule en revanche de 0,02% et le Stoxx 600 de 0,05%. Les Bourses entament la dernière séance de la semaine sur une note plutôt calme, les investisseurs assimilant l'avalanche de décisions prises ces derniers jours en matière de politique monétaire, notamment la reprise des baisses de taux par la Réserve fédérale américaine (Fed), qui a contribué à soutenir le moral et permis d'atteindre de nouveaux records à la Bourse de New York.",https://boursenews.ma/article/actualite/Les-Bourses-europeennes-evoluent-sur-une-note-prudente-vendredi,2025-09-27 19:49:22.037008,Boursenews,9449746cf42e55b6e895dfaa2b7b6fd8,2025-09-27 19:49:22,asset management
Maroc : Le retour à l’Investment Grade redessine les perspectives du marché des capitaux (Opérateurs),"L’agence de notation Standard & Poor’s a décidé, à l’issue de sa mission au Maroc en septembre 2025, de relever la note souveraine du Royaume. Cette décision marque le retour du Maroc dans la catégorie tant convoitée de l’Investment Grade, avec une notation de ‘BBB-/A-3’ . La révision à la hausse de la notation souveraine constitue un tournant majeur. Elle confirme la solidité des fondamentaux macroéconomiques et valide les efforts de consolidation budgétaire et de discipline monétaire engagés ces dernières années. Pour les investisseurs internationaux, le message est clair. Il signifie que le risque pays diminue, ouvrant la voie à un retour plus massif des flux de capitaux vers le Maroc. Plusieurs organismes publics et privés internationaux ont en effet un univers d’investissement limité à l’Investment Grade, ce qui avait exclu le Royaume de leurs radars depuis plusieurs années. Effet immédiat sur le marché obligataire Pour le Trésor, le retour à l’Investment Grade permettra également d’accéder à de nouveaux types d’investisseurs et d’améliorer la demande potentielle sur la dette marocaine en devise. Les prochaines émissions souveraines à l’international devraient naturellement bénéficier de conditions plus avantageuses en termes de spreads. Selon les opérateurs de marché que nous avons sollicités, le Trésor devrait tenter rapidement de tirer parti de cette perspective en mettant en avant auprès des investisseurs locaux sa meilleure accessibilité aux financements internationaux, afin de faire baisser les taux sur le marché domestique. Sa capacité à convaincre qu’il peut se détourner du marché local constitue un élément essentiel à surveiller. Pour les entreprises comme l’OCP et les banques, la requalification du souverain ouvre la possibilité d’une amélioration de leurs propres notations, aujourd’hui plafonnées par celle du Royaume. Cela facilitera leurs levées de fonds sur les marchés internationaux et élargira leur base d’investisseurs. C’est particulièrement vrai pour l’OCP, qui émet de la dette privée en devise et dont la notation avait basculé en catégorie spéculative en raison de celle du Maroc. Renforcer l’arbitrage en faveur des actions La baisse attendue du spread souverain marocain devrait se traduire par un renforcement de l’arbitrage des investisseurs en faveur des actions, afin de compenser la faiblesse des rendements obligataires. Côté analystes, une baisse des taux se traduit mécaniquement par une réduction du taux d’actualisation appliqué aux actifs financiers. Ce mécanisme accroît automatiquement la valeur fondamentale des actions et renforce l’attractivité de la Bourse de Casablanca. Au-delà de l’impact indirect via le marché obligataire, les opérateurs rappellent que le retour à l’Investment Grade élargit le champ des investisseurs étrangers éligibles sur le marché boursier. De nombreux gérants de fonds internationaux sont tenus par mandat de n’investir que dans des pays classés Investment Grade. Le Maroc redevient donc éligible à ces portefeuilles, ce qui devrait accroître la profondeur et la liquidité du marché, et faciliter même le retour tant attendu dans l’indice MSCI Emerging Markets. Un climat de confiance renforcé En toile de fond, cette décision valide la trajectoire économique et financière du Royaume. Elle envoie un signal positif aux créanciers, aux investisseurs institutionnels et aux partenaires internationaux. Le marché des capitaux marocain, comme tout marché, fonctionne avant tout à long terme grâce à la confiance et à la visibilité macroéconomique. Deux ingrédients qui se trouvent aujourd’hui renforcés par cette nouvelle notation.",https://boursenews.ma/article/marches/investment-grade-marche-capitaux,2025-09-27 19:49:24.691710,Boursenews,90aa4812ef0b64e79bd1a9efefa77c63,2025-09-27 19:49:24,asset management; brokerage&custody
"L’argent flirte avec les 45,2 $ l’once, au plus haut depuis 14 ans","Le prix de l’argent s’est négocié jeudi à 45,2 dollars l’once , évoluant à proximité de son plus haut niveau depuis 14 ans, alors que les investisseurs attendaient la publication d’indicateurs clés aux États-Unis. Les marchés scrutent les demandes hebdomadaires d’allocations chômage, attendues dans la journée, ainsi que l’indice des prix PCE, mesure d’inflation privilégiée par la Fed, attendu vendredi. Ces chiffres devraient influencer les anticipations de politique monétaire de la Réserve fédérale. Les récents commentaires de responsables de la Fed ont rendu les perspectives plus incertaines. Les marchés n’intègrent plus totalement une baisse de taux dès le mois prochain, mais anticipent environ 43 points de base de réductions cumulées lors des deux dernières réunions de 2025. Le président Jerome Powell a par ailleurs souligné que l’évolution des prix reste dans le bas de la fourchette des prévisions, ce qui ouvre la voie à une approche potentiellement moins restrictive. Au-delà des perspectives monétaires, l’argent reste porté par des fondamentaux solides. L’offre demeure limitée, tandis que la demande est soutenue par les besoins de l’industrie solaire, électrique et électronique, contribuant à maintenir les prix à des niveaux historiquement élevés.",https://boursenews.ma/article/actualite/Argent-au-plus-haut-depuis-14-ans,2025-09-27 19:49:27.108739,Boursenews,f0b92fe73191ae7d95ee4f0e8443ec60,2025-09-27 19:49:27,asset management
